timestamp,open,high,low,close,volume
2024-01-02 17:30:00+00:00,201.11000061035156,201.5749969482422,200.02999877929688,200.27000427246094,0
2024-01-02 18:30:00+00:00,200.27000427246094,200.49000549316406,199.32000732421875,199.5399932861328,4466257
2024-01-02 19:30:00+00:00,199.52999877929688,199.58999633789062,198.5399932861328,198.83999633789062,5204923
2024-01-02 20:30:00+00:00,198.83999633789062,199.5800018310547,198.44000244140625,199.55999755859375,5461645
2024-01-03 14:30:00+00:00,197.0,197.6699981689453,195.89999389648438,196.63999938964844,0
2024-01-03 15:30:00+00:00,196.6199951171875,196.8800048828125,195.35000610351562,196.72999572753906,23277859
2024-01-03 16:30:00+00:00,196.72000122070312,196.8762969970703,195.82000732421875,196.33999633789062,4712586
2024-01-03 17:30:00+00:00,196.33999633789062,196.74000549316406,196.02999877929688,196.63999938964844,3343217
2024-01-03 18:30:00+00:00,196.64500427246094,196.66000366210938,195.32000732421875,196.63999938964844,6998104
2024-01-03 19:30:00+00:00,196.6300048828125,196.85000610351562,193.77999877929688,194.01150512695312,8806707
2024-01-03 20:30:00+00:00,194.02000427246094,194.6999969482422,193.97000122070312,194.14999389648438,8618189
2024-01-04 14:30:00+00:00,194.05999755859375,195.3300018310547,193.89999389648438,194.49000549316406,9147750
2024-01-04 15:30:00+00:00,194.47999572753906,195.33999633789062,194.3699951171875,195.0749969482422,5553669
2024-01-04 16:30:00+00:00,195.08999633789062,195.49000549316406,194.08999633789062,194.5500030517578,4417741
2024-01-04 17:30:00+00:00,194.55999755859375,194.60000610351562,193.90499877929688,194.5,3917073
2024-01-04 18:30:00+00:00,194.50999450683594,194.9199981689453,194.33999633789062,194.41000366210938,2653070
2024-01-04 19:30:00+00:00,194.39280700683594,194.72999572753906,193.9550018310547,194.33999633789062,5807491
2024-01-04 20:30:00+00:00,194.35000610351562,194.52000427246094,193.69000244140625,193.86000061035156,7388528
2024-01-05 14:30:00+00:00,192.69000244140625,195.4600067138672,192.2899932861328,194.7100067138672,13757428
2024-01-05 15:30:00+00:00,194.72999572753906,195.17999267578125,194.0399932861328,194.14259338378906,4599341
2024-01-05 16:30:00+00:00,194.14999389648438,194.33999633789062,193.11000061035156,193.44000244140625,5312088
2024-01-05 17:30:00+00:00,193.44000244140625,193.80670166015625,193.0800018310547,193.7899932861328,3468638
2024-01-05 18:30:00+00:00,193.7899932861328,194.4698944091797,193.7899932861328,193.92880249023438,3274428
2024-01-05 19:30:00+00:00,193.9199981689453,194.02000427246094,192.7550048828125,193.4199981689453,4532886
2024-01-05 20:30:00+00:00,193.4149932861328,193.66000366210938,193.1300048828125,193.27999877929688,3957827
2024-01-08 14:30:00+00:00,193.2899932861328,194.49000549316406,192.25999450683594,194.27000427246094,8429949
2024-01-08 15:30:00+00:00,194.27999877929688,195.27999877929688,194.27999877929688,194.91000366210938,4148912
2024-01-08 16:30:00+00:00,194.9199981689453,195.58999633789062,194.69000244140625,194.86000061035156,4006745
2024-01-08 17:30:00+00:00,194.86000061035156,195.89999389648438,194.8249969482422,195.64010620117188,2846564
2024-01-08 18:30:00+00:00,195.64999389648438,196.5,195.6024932861328,196.47500610351562,3422201
2024-01-08 19:30:00+00:00,196.47500610351562,196.72999572753906,196.2801055908203,196.5,3148985
2024-01-08 20:30:00+00:00,196.5,196.97000122070312,196.4499969482422,196.92999267578125,4373605
