timestamp,open,high,low,close,volume
2024-01-02 17:30:00+00:00,472.9549865722656,473.6700134277344,472.2799987792969,472.6604919433594,0
2024-01-02 18:30:00+00:00,472.6600036621094,472.9596862792969,471.5450134277344,471.8800964355469,9946269
2024-01-02 19:30:00+00:00,471.8599853515625,472.05999755859375,470.489990234375,470.9100036621094,13662376
2024-01-02 20:30:00+00:00,470.9049987792969,472.6700134277344,470.6700134277344,472.6000061035156,24786273
2024-01-03 14:30:00+00:00,470.5,470.9599914550781,469.2200012207031,469.5,18908272
2024-01-03 15:30:00+00:00,469.489990234375,469.92999267578125,468.7099914550781,469.7099914550781,14067856
2024-01-03 16:30:00+00:00,469.70001220703125,469.8299865722656,468.9700012207031,469.5799865722656,7616562
2024-01-03 17:30:00+00:00,469.5799865722656,470.7699890136719,469.4205017089844,470.3299865722656,6375672
2024-01-03 18:30:00+00:00,470.3399963378906,471.19000244140625,468.95001220703125,470.94000244140625,11787244
2024-01-03 19:30:00+00:00,470.95001220703125,471.17999267578125,468.9700012207031,469.260009765625,12079010
2024-01-03 20:30:00+00:00,469.2749938964844,469.7950134277344,468.1700134277344,468.7300109863281,18962548
2024-01-04 14:30:00+00:00,468.29998779296875,470.1499938964844,468.1099853515625,469.7650146484375,12633397
2024-01-04 15:30:00+00:00,469.760009765625,470.9599914550781,469.6199951171875,470.6499938964844,5975815
2024-01-04 16:30:00+00:00,470.6600036621094,470.82000732421875,469.260009765625,469.6099853515625,6137719
2024-01-04 17:30:00+00:00,469.6087951660156,469.6199951171875,468.6650085449219,469.3200988769531,4754153
2024-01-04 18:30:00+00:00,469.3299865722656,469.4700012207031,468.5096130371094,468.57989501953125,7022819
2024-01-04 19:30:00+00:00,468.57000732421875,469.0400085449219,468.07000732421875,468.2690124511719,11836431
2024-01-04 20:30:00+00:00,468.260009765625,468.67950439453125,467.04998779296875,467.2699890136719,19959713
2024-01-05 14:30:00+00:00,467.489990234375,470.4200134277344,467.1300048828125,469.489990234375,19179429
2024-01-05 15:30:00+00:00,469.4700012207031,470.44000244140625,469.04998779296875,469.12200927734375,9241724
2024-01-05 16:30:00+00:00,469.1300048828125,469.3999938964844,467.2349853515625,467.38031005859375,10320504
2024-01-05 17:30:00+00:00,467.3800048828125,467.8999938964844,466.67999267578125,467.8599853515625,9917632
2024-01-05 18:30:00+00:00,467.85009765625,468.9800109863281,467.8500061035156,468.2099914550781,6499628
2024-01-05 19:30:00+00:00,468.20001220703125,468.489990234375,466.5,466.92999267578125,10134124
2024-01-05 20:30:00+00:00,466.92999267578125,468.2900085449219,466.42999267578125,467.9599914550781,10991713
